GCOMPID,OPERATOR,NAME,MEAS_TECH,LAST_INSP,NEXT_INSP,FREQ_INSP_MO,TEST_DUR,CALIB_DUR,SAMP_DUR,LOW_FLOW,BATT_PCT,ADDRESS,CITY,STATE,ZIP,STATUS,NUM_UNITS,CERT_HP,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
GCOMP1137,TEXAS GAS TRANSMISSION L.L.C.,MIDLAND FIELD,Technician-17,6/2/2023,11/29/2023,6,55,,,,100,KY-175/KY-70,GRAHAM,KY,42344,IN SERVICE,8,27000,MUHLENBERG,21177,USA,37.296641,-87.3138
GCOMP1063,TEXAS GAS TRANSMISSION L.L.C.,GRAHAM LAKE FIELD,Technician-18,6/4/2023,12/1/2023,6,55,,,,100,GOSSETT LANE AND HIGHWAY 601,GREENVILLE,KY,42345,IN SERVICE,2,990,MUHLENBERG,21177,USA,37.259505,-87.250065
GCOMP369,TEXAS GAS TRANSMISSION L.L.C.,WEST GREENVILLE TRANSMISSION STATION,Technician-19,1/15/2023,1/15/2024,12,55,,,,100,2245 US HIGHWAY 62 WEST,GREENVILLE,KY,42345,IN SERVICE,3,3760,MUHLENBERG,21177,USA,37.210694,-87.208167
GCOMP1135,MIDWESTERN GAS TRANSMISSION COMPANY,#2105 HARTFORD,Technician-20,2/15/2023,2/15/2024,9,55,,,,100,KY HIGHWAY 69 PO BOX 185,HARTFORD,KY,42347,IN SERVICE,2,15590,OHIO,21183,USA,37.50613073,-86.83829896
GCOMP1103,COLUMBIA GAS TRANSMISSION L.L.C.,BOLDMAN,Technician-21,3/15/2023,3/15/2024,12,55,,,,100,HURRICANE ROAD AND PORTER ROAD,BOLDMAN,KY,41635,IN SERVICE,4,6000,PIKE,21195,USA,37.531712,-82.616386
GCOMP350,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#1871 - DRY CREEK,Technician-22,4/15/2023,4/15/2024,6,55,,,,100,2184 DRY CREEK ROAD,ELKHORN,KY,42733,IN SERVICE,2,2400,PIKE,21195,USA,37.34473199,-85.11097791
GCOMP489,COLUMBIA GULF TRANSMISSION COMPANY,STANTON,Technician-23,5/15/2023,5/15/2024,6,55,20,,,100,3066 MORRIS CREEK ROAD,STANTON,KY,40380,IN SERVICE,6,40600,POWELL,21197,USA,37.89,-83.8625
GCOMP47,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#106 - CLAY CITY,Technician-24,6/15/2023,6/15/2024,6,55,,,,100,10205 WINCHESTER ROAD,CLAY CITY,KY,40312,IN SERVICE,18,59800,POWELL,21197,USA,37.91743587,-83.98495515
GCOMP844,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#110 - MOREHEAD,Technician-25,7/15/2023,7/15/2024,6,55,,,,100,7600 CRANSTON ROAD,MOREHEAD,KY,40351,IN SERVICE,4,37100,ROWAN,21205,USA,38.285879,-83.401169
GCOMP152,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#96 - CAMPBELLSVILLE,Technician-01,8/15/2023,8/15/2024,12,55,,,,100,1380 HOBSON ROAD,CAMPBELLSVILLE,KY,42718,IN SERVICE,21,41200,TAYLOR,21217,USA,37.414386,-85.39522
GCOMP153,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#871 - CAMPBELLSVILLE,Technician-02,9/15/2023,9/15/2024,12,55,,,,100,1380 HOBSON ROAD,CAMPBELLSVILLE,KY,42718,IN SERVICE,3,13500,TAYLOR,21217,USA,37.41496,-85.396031
GCOMP539,TEXAS GAS TRANSMISSION L.L.C.,SLAUGHTERS,Technician-03,1/15/2023,1/15/2024,12,55,,,,100,3562 STATE ROUTE 1405,SLAUGHTERS,KY,42456,IN SERVICE,11,42448,WEBSTER,21233,USA,37.508759,-87.501119
GCOMP716,COLUMBIA GULF TRANSMISSION COMPANY,RAYNE,Technician-04,2/15/2023,2/15/2024,6,55,,,,100,5799 CHURCH POINT HIGHWAY,RAYNE,LA,70578,IN SERVICE,12,58050,ACADIA PARISH,22001,USA,30.32121763,-92.2639501
GCOMP1777,KINDER MORGAN LOUISIANA PIPELINE L.L.C.,CS 760,Technician-05,3/15/2023,3/15/2024,12,55,,,,100,ERIK LANE,ACADIA,LA,70515,IN SERVICE,2,31800,ACADIA PARISH,22001,USA,30.45194,-92.53052
GCOMP200,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#823 - KINDER,Technician-06,4/15/2023,4/15/2024,6,55,,,,100,15449 PARISH LINE ROAD,KINDER,LA,70648,IN SERVICE,13,32650,ALLEN PARISH,22003,USA,30.435376,-92.876376
GCOMP862,GULF SOUTH PIPELINE COMPANY L.P.,NAPOLEONVILLE,Technician-07,5/15/2023,5/15/2024,9,55,20,40,,100,808 HIGHWAY 401,NAPOLEONVILLE,LA,70390,IN SERVICE,2,2200,ASSUMPTION PARISH,22007,USA,29.90582229,-91.06180907
GCOMP292,GULF SOUTH PIPELINE COMPANY L.P.,MARKSVILLE,Technician-08,6/15/2023,6/15/2024,12,55,,40,,100,195 UNITED GAS LANE,PINEVILLE,LA,71360,IN SERVICE,4,13200,RAPIDES PARISH,22009,USA,31.16328118,-92.20122051
GCOMP368,TEXAS EASTERN TRANSMISSION L.P.,GILLIS,Technician-09,7/15/2023,7/15/2024,6,55,,40,,100,2240 T. E. ROAD,RAGLEY,LA,70657,IN SERVICE,1,15600,BEAUREGARD PARISH,22011,USA,30.45963268,-93.14450579
GCOMP246,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 45 LAKE CHARLES,Technician-10,8/15/2023,8/15/2024,12,55,,40,,100,17333 HIGHWAY 171,RAGLEY,LA,70657,IN SERVICE,8,19750,BEAUREGARD PARISH,22011,USA,30.433924,-93.229962
GCOMP84,TRUNKLINE GAS COMPANY L.L.C.,LOUISIANA - LONGVILLE - BEAUREGARD PARISH,Technician-11,9/15/2023,9/15/2024,6,55,,40,,25,11383 HIGHWAY 171,LONGVILLE,LA,70652,IN SERVICE,11,36750,BEAUREGARD PARISH,22011,USA,30.596727,-93.229171
GCOMP1017,ETC TIGER PIPELINE L.L.C.,BIENVILLE,Technician-12,10/15/2023,10/15/2024,12,55,,40,,33,DIVIDE ROAD/ PAR ROAD 719,CASTOR,LA,71016,IN SERVICE,7,50370,BIENVILLE PARISH,22013,USA,32.29604949,-93.0516681
GCOMP1212,GULF SOUTH PIPELINE COMPANY L.P.,CASTOR,Technician-13,11/15/2023,11/15/2024,12,55,,40,,49,"OFF LITTLE HOPE ROAD, 8.6 MILE NE",CASTOR,LA,70000,IN SERVICE,1,1350,BIENVILLE PARISH,22013,USA,32.29132495,-93.06626404
GCOMP600,GULF SOUTH PIPELINE COMPANY L.P.,HALL SUMMIT (RECIP),Technician-14,12/15/2023,12/15/2024,12,55,,40,,51,419 US-371,COUSHATTA,LA,71019,IN SERVICE,3,7200,BIENVILLE PARISH,22013,USA,32.247526,-93.283009
GCOMP588,GULF SOUTH PIPELINE COMPANY L.P.,HALL SUMMIT,Technician-15,1/15/2023,1/15/2024,12,55,,40,,66,407 HIGHWAY 371,RINGGOLD,LA,71068,IN SERVICE,1,8180,BIENVILLE PARISH,22013,USA,32.24714313,-93.28297083
GCOMP944,GULF SOUTH PIPELINE COMPANY L.P.,BISTINEAU,Technician-16,2/15/2023,2/15/2024,6,55,,40,,67,BP-439 (UNITED GAS ROAD)/5.8 MILES NW OF RINGGOLD,RINGGOLD,LA,71068,IN SERVICE,5,34000,BIENVILLE PARISH,22013,USA,32.378072,-93.359377
GCOMP1112,SOUTHERN NATURAL GAS COMPANY L.L.C.,SOUTHERN NATURAL GAS - BIENVILLE STATION,Technician-17,3/15/2023,3/15/2024,12,55,20,40,,92,HIGHWAY 507 3.75 MILES N OF HIGHWAY 9,BIENVILLE,LA,71008,IN SERVICE,4,4800,BIENVILLE PARISH,22013,USA,32.37523,-92.942441
GCOMP21,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,RED CHUTE,Technician-18,4/15/2023,4/15/2024,6,55,,40,,93,1 MILE WEST OF 2146 BELLEVUE ROAD,HAUGHTON,LA,71037,IN SERVICE,2,1100,BOSSIER PARISH,22015,USA,32.58846517,-93.61452196
GCOMP598,GULF SOUTH PIPELINE COMPANY L.P.,KORAN #2,Technician-19,5/15/2023,5/15/2024,12,55,20,40,,94,4135 CAMP JOY ROAD,HAUGHTON,LA,71037,IN SERVICE,4,4000,BOSSIER PARISH,22015,USA,32.41721167,-93.44225538
GCOMP891,GULF SOUTH PIPELINE COMPANY L.P.,SLIGO - 20%,Technician-20,6/15/2023,6/15/2024,6,55,,40,,95,860 UNION TEXAS ROAD,HAUGHTON,LA,71037,IN SERVICE,4,2640,BOSSIER PARISH,22015,USA,32.51710899,-93.53152977
GCOMP745,TEXAS GAS TRANSMISSION L.L.C.,HAUGHTON,Technician-21,7/15/2023,7/15/2024,6,55,20,,,96,6172 HIGHWAY 157 SOUTH,HAUGHTON,LA,71037,IN SERVICE,3,12338,BOSSIER PARISH,22015,USA,32.473141,-93.508601
GCOMP595,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,BUCKLEY,Technician-22,8/15/2023,8/15/2024,6,55,,,,97,4094 L Q BUCKLEY COMP STATION ROAD; 10 MILES NW,SHREVEPORT,LA,71107,IN SERVICE,1,4200,CADDO PARISH,22017,USA,32.57475044,-93.91869124
GCOMP250,GULF CROSSING PIPELINE COMPANY L.L.C.,MIRA,Technician-23,9/15/2023,9/15/2024,12,55,,40,Y,98,17664 ATLANTA MIRA ROAD,IDA,LA,71044,IN SERVICE,2,35500,CADDO PARISH,22017,USA,32.968047,-93.910552
GCOMP852,SABINE PIPE LINE L.L.C.,HOLMWOOD,Technician-24,10/15/2023,10/15/2024,6,55,20,,,99,7745 HIGHWAY 397,LAKE CHARLES,LA,70607,IN SERVICE,2,3550,CALCASIEU PARISH,22019,USA,30.124206,-93.145097
GCOMP940,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#820 - STARKS,Technician-25,11/15/2023,11/15/2024,6,55,,,,80,BIG WOODS VINTON ROAD AND OLD NO. 7 ROAD,VINTON,LA,70668,IN SERVICE,2,9150,CALCASIEU PARISH,22019,USA,30.283533,-93.602365
GCOMP633,TEXAS GAS TRANSMISSION L.L.C.,COLUMBIA,Technician-01,12/15/2023,12/15/2024,12,55,,,,75,4583 HIGHWAY 165 NORTH,COLUMBIA,LA,71418,IN SERVICE,9,32341,CALDWELL PARISH,22021,USA,32.158091,-92.090968
GCOMP689,ANR PIPELINE COMPANY,LAKE ARTHUR,Technician-02,5/19/2023,11/15/2023,6,55,,,,70,541 LOWRY HIGHWAY 3056,LOWRY,LA,70631,IN SERVICE,2,2300,CAMERON PARISH,22023,USA,30.01724038,-92.78342868
GCOMP286,ANR PIPELINE COMPANY,GRAND CHENIER,Technician-03,11/6/2022,11/1/2023,12,55,20,40,,60,192 MERMENTAU RIVER ROAD,GRAND CHENIER,LA,70643,IN SERVICE,1,8100,CAMERON PARISH,22023,USA,29.77679521,-92.99888384
GCOMP637,NATURAL GAS PIPELINE COMPANY OF AMERICA L.L.C.,STATION 346 - GUEYDAN,Technician-04,5/19/2023,11/15/2023,6,55,,,,50,465 HARRYS ROAD,GUEYDAN,LA,70542,IN SERVICE,4,9800,VERMILION PARISH,22023,USA,30.010114,-92.729723
GCOMP704,NATURAL GAS PIPELINE COMPANY OF AMERICA L.L.C.,STATION 342 - JOHNSON BAYOU,Technician-05,12/4/2022,11/29/2023,12,55,,40,,25,5564 GULF BEACH HIGHWAY,JOHNSONS BAYOU,LA,70631,IN SERVICE,6,19700,CAMERON PARISH,22023,USA,29.79344762,-93.74789507
GCOMP650,STINGRAY PIPELINE COMPANY L.L.C.,OTHER: STATION 701 (ON SHORE) - CAMERON,Technician-06,3/6/2023,12/1/2023,9,55,,,,100,4918 LA-82,CAMERON,LA,70631,IN SERVICE,3,13232,CAMERON PARISH,22023,USA,29.76207178,-93.6041497
GCOMP136,TEXAS EASTERN TRANSMISSION L.P.,GRAND CHENIER,Technician-07,6/10/2023,12/7/2023,6,55,,,Y,100,1324 HIGHWAY 1143,CREOLE,LA,70632,IN SERVICE,1,27550,CAMERON PARISH,22023,USA,29.81635697,-93.04062832
GCOMP706,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 44 JOHNSON'S BAYOU,Technician-08,6/18/2023,12/15/2023,6,55,20,,,100,5575 GULF BEACH HIGHWAY,CAMERON,LA,70631,IN SERVICE,5,43085,CAMERON PARISH,22023,USA,29.76075685,-93.63981266
GCOMP398,SOUTHERN NATURAL GAS COMPANY L.L.C.,LOGANSPORT,Technician-09,1/5/2023,12/31/2023,12,55,,40,,100,239 NATURAL GAS ROAD,LOGANSPORT,LA,71049,IN SERVICE,3,3300,DE SOTO PARISH,22031,USA,31.979691,-93.944229
GCOMP193,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#703A - MANSFIELD,Technician-10,1/15/2023,1/15/2024,9,55,,,,100,1518 LA-513,MANSFIELD,LA,71052,IN SERVICE,1,7700,DE SOTO PARISH,22031,USA,32.01301727,-93.70043701
GCOMP878,FLORIDA GAS TRANSMISSION COMPANY L.L.C.,STATION 8,Technician-11,2/15/2023,2/15/2024,12,55,,,,100,8406 LOWER ZACHARY ROAD,ZACHARY,LA,70791,IN SERVICE,6,17865,EAST BATON ROUGE PARISH,22033,USA,30.632789,-91.11729
GCOMP946,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#838 - LAKE PROVIDENCE,Technician-12,3/15/2023,3/15/2024,6,55,,,,100,BULL RUN ROAD/ SOUTH OF HIGHWAY 881,LAKE PROVIDENCE,LA,71254,IN SERVICE,8,16350,EAST CARROLL PARISH,22035,USA,32.66807896,-91.23280749
GCOMP1084,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 61 ETHEL,Technician-13,4/15/2023,4/15/2024,6,55,,,,100,HIGHWAY 68 AND HOWELL LANE,JACKSON,LA,70748,IN SERVICE,2,3050,EAST FELICIANA PARISH,22037,USA,30.763097,-91.218573
GCOMP476,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 60 ST. FRANCISVILLE,Technician-14,5/15/2023,5/15/2024,6,55,20,,,100,2988 HIGHWAY 964,JACKSON,LA,70748,IN SERVICE,13,37640,EAST FELICIANA PARISH,22037,USA,30.744502,-91.266232
GCOMP1076,TEXAS GAS TRANSMISSION L.L.C.,MAMOU,Technician-15,6/15/2023,6/15/2024,6,55,,,,100,HIGHWAY 374,MAMOU,LA,70554,IN SERVICE,2,2216,EVANGELINE PARISH,22039,USA,30.55975303,-92.50171759
GCOMP474,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 50 EUNICE,Technician-16,7/15/2023,7/15/2024,12,55,,,,100,2959 VETERAN MEMORIAL HIGHWAY,MAMOU,LA,70554,IN SERVICE,1,10310,EVANGELINE PARISH,22039,USA,30.575395,-92.429964
GCOMP700,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#834 - WINNSBORO,Technician-17,8/15/2023,8/15/2024,12,55,,,,100,552 HIGHWAY 873,EXTENSION,LA,71243,IN SERVICE,7,11350,FRANKLIN PARISH,22041,USA,31.962804,-91.82152
GCOMP511,TRUNKLINE GAS COMPANY L.L.C.,LOUISIANA - POLLOCK - GRANT PARISH,Technician-18,9/15/2023,9/15/2024,12,55,,,,100,328 FORESTRY ROAD 120,POLLOCK,LA,71467,IN SERVICE,7,28101,GRANT PARISH,22043,USA,31.600878,-92.430862
GCOMP516,SOUTHERN NATURAL GAS COMPANY L.L.C.,WHITE CASTLE,Technician-19,10/15/2023,10/15/2024,6,55,,,,25,33480 HIGHWAY 405,WHITE CASTLE,LA,70788,IN SERVICE,7,12600,IBERVILLE PARISH,22047,USA,30.19648996,-91.10106635
GCOMP698,TEXAS EASTERN TRANSMISSION L.P.,WHITE CASTLE,Technician-20,11/15/2023,11/15/2024,12,55,,,,33,55095 GRAND ROAD,WHITE CASTLE,LA,70788,IN SERVICE,1,19800,IBERVILLE PARISH,22047,USA,30.11081865,-91.13500356
GCOMP417,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,VERNON,Technician-21,12/15/2023,12/15/2024,6,55,20,,,49,2488 LA-811,JONESBORO,LA,71251,IN SERVICE,3,35620,JACKSON PARISH,22049,USA,32.29057,-92.62618
GCOMP795,ETC TIGER PIPELINE L.L.C.,CHATHAM,Technician-22,1/15/2023,1/15/2024,9,55,,,,51,681 LA-146; 2.12 MILES NW OF CHATHAM,CHATHAM,LA,71226,IN SERVICE,7,46925,JACKSON PARISH,22049,USA,32.32352778,-92.45968541
GCOMP864,TEXAS EASTERN TRANSMISSION L.P.,IOWA GAS PLANT,Technician-23,2/15/2023,2/15/2024,12,55,,,,66,8101 HIGHWAY 3059,IOWA,LA,70647,IN SERVICE,1,27550,JEFFERSON DAVIS PARISH,22053,USA,30.27353301,-93.02478059
GCOMP324,TEXAS GAS TRANSMISSION L.L.C.,WOODLAWN,Technician-24,3/15/2023,3/15/2024,6,55,,,,67,20421 HIGHWAY 101,WOODLAWN,LA,70647,IN SERVICE,1,896,JEFFERSON DAVIS PARISH,22053,USA,30.288471,-92.959577
GCOMP618,TEXAS GAS TRANSMISSION L.L.C.,YOUNGSVILLE,Technician-25,4/15/2023,4/15/2024,12,55,,,,92,4443 VEROT SCHOOL ROAD,YOUNGSVILLE,LA,70592,IN SERVICE,7,11960,LAFAYETTE PARISH,22055,USA,30.088266,-92.030941
GCOMP424,COLUMBIA GULF TRANSMISSION COMPANY,HOUMA,Technician-01,5/15/2023,5/15/2024,6,55,,,,93,255 MITCHELL DRIVE,HOUMA,LA,70364,IN SERVICE,2,3000,LAFOURCHE PARISH,22057,USA,29.61516,-90.659578
GCOMP427,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#524 - LEEVILLE,Technician-02,6/15/2023,6/15/2024,12,55,,,,94,25750 HIGHWAY. 1,GOLDEN MEADOW,LA,70357,IN SERVICE,4,45400,LAFOURCHE PARISH,22057,USA,29.21612006,-90.21631764
GCOMP1016,TEXAS EASTERN TRANSMISSION L.P.,LAROSE,Technician-03,7/15/2023,7/15/2024,12,55,,,,95,DELTA FARM ROAD (HIGHWAY 657 E),LAROSE,LA,70373,IN SERVICE,1,19800,LAFOURCHE PARISH,22057,USA,29.58778,-90.36861
GCOMP1139,ANR PIPELINE COMPANY,JENA,Technician-04,8/15/2023,8/15/2024,12,55,20,,,96,LA-127,JENA,LA,71342,IN SERVICE,7,34830,LA SALLE PARISH,22059,USA,31.52750643,-92.21219226
GCOMP281,GULF SOUTH PIPELINE COMPANY L.P.,OLLA,Technician-05,9/15/2023,9/15/2024,12,55,,,,97,190 TURBINE ROAD,OLLA,LA,71465,IN SERVICE,2,15000,LA SALLE PARISH,22059,USA,31.87568947,-92.26198981
GCOMP467,CENTERPOINT ENERGY - MISSISSIPPI RIVER TRANSMISSION L.L.C.,WEST UNIONVILLE,Technician-06,10/15/2023,10/15/2024,6,55,,,,98,294 OAK STREET,DUBACH,LA,71235,IN SERVICE,4,45400,LINCOLN PARISH,22061,USA,32.68973426,-92.66299131
GCOMP1239,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,RUSTON,Technician-07,11/15/2023,11/15/2024,12,55,,,,99,PARISH ROAD 560/LIZAROAD ROAD; 293 HOWAROAD ROAD,RUSTON,LA,71270,IN SERVICE,2,8735,LINCOLN PARISH,22061,USA,32.62532429,-92.61140882
GCOMP841,TEXAS GAS TRANSMISSION L.L.C.,SHARON,Technician-08,12/15/2023,12/15/2024,6,55,,,,80,757 SHARON ROAD,DUBACH,LA,71235,IN SERVICE,4,10240,LINCOLN PARISH,22061,USA,32.765864,-92.767001
GCOMP1210,GULF SOUTH PIPELINE COMPANY L.P.,TALLULAH,Technician-09,1/15/2023,1/15/2024,12,55,,,,75,OFF HIGHWAY 602 SE OF,TALLULAH,LA,70000,IN SERVICE,4,60802,MADISON PARISH,22065,USA,32.37219889,-91.1868425
GCOMP579,SOUTHEAST SUPPLY HEADER L.L.C.,DELHI,Technician-10,2/15/2023,2/15/2024,6,55,,,Y,70,4 MILES SOUTH OF DELHI,DELHI,LA,71232,IN SERVICE,3,45000,MADISON PARISH,22065,USA,32.409805,-91.48708
GCOMP629,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,PERRYVILLE,Technician-11,3/15/2023,3/15/2024,6,55,,,Y,60,452 HIGHWAY 165,BASTROP,LA,71220,IN SERVICE,3,4500,MOREHOUSE PARISH,22067,USA,32.705688,-92.004677
GCOMP824,TEXAS GAS TRANSMISSION L.L.C.,BASTROP,Technician-12,4/15/2023,4/15/2024,6,55,,,,50,7152 PUMPING STATION ROAD,BASTROP,LA,71220,IN SERVICE,11,33788,MOREHOUSE PARISH,22067,USA,32.960195,-91.853938
GCOMP473,GULF SOUTH PIPELINE COMPANY L.P.,CLARENCE,Technician-13,5/15/2023,5/15/2024,12,55,20,40,,25,2958 MAMMY TRAIL ROAD,GOLDONNA,LA,71031,IN SERVICE,5,37300,NATCHITOCHES PARISH,22069,USA,31.89801925,-92.9660139
GCOMP180,GULF CROSSING PIPELINE COMPANY L.L.C.,STERLINGTON,Technician-14,6/15/2023,6/15/2024,6,55,,40,Y,100,1470 KEYSTONE ROAD,STERLINGTON,LA,71280,IN SERVICE,3,25339,OUACHITA PARISH,22073,USA,32.67180383,-92.08802334
GCOMP183,GULF SOUTH PIPELINE COMPANY L.P.,STERLINGTON #2,Technician-15,7/15/2023,7/15/2024,6,55,,40,,100,1476 KEYSTONE ROAD,STERLINGTON,LA,71280,IN SERVICE,3,3070,OUACHITA PARISH,22073,USA,32.67184942,-92.08705462
GCOMP90,GULF SOUTH PIPELINE COMPANY L.P.,VIXEN,Technician-16,8/15/2023,8/15/2024,12,55,,40,,100,115 LUCAS WYATT ROAD,WEST MONROE,LA,71292,IN SERVICE,2,26660,OUACHITA PARISH,22073,USA,32.31965514,-92.27642261
GCOMP313,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#47 - WEST MONROE,Technician-17,9/15/2023,9/15/2024,6,55,,40,,100,200 WORTHEY ROAD,WEST MONROE,LA,71291,IN SERVICE,11,38510,OUACHITA PARISH,22073,USA,32.554956,-92.181233
GCOMP492,TEXAS EASTERN TRANSMISSION L.P.,MONROE,Technician-18,10/15/2023,10/15/2024,12,55,,40,,100,309 WORTHY ROAD,WEST MONROE,LA,71291,IN SERVICE,3,7500,OUACHITA PARISH,22073,USA,32.55847539,-92.18589267
GCOMP1773,TEXAS GAS TRANSMISSION L.L.C.,BOSCO,Technician-19,11/15/2023,11/15/2024,6,55,,40,,100,909-559 BOSCO LANE/RICHWOOD ROAD 2,OUACHITA/MONROE,LA,71202,IN SERVICE,1,9689,OUACHITA PARISH,22073,USA,39.25969,-84.75548
GCOMP130,TEXAS GAS TRANSMISSION L.L.C.,GUTHRIE,Technician-20,12/15/2023,12/15/2024,12,55,,40,,100,129 TEXAS GAS ROAD,STERLINGTON,LA,71280,IN SERVICE,2,2216,OUACHITA PARISH,22073,USA,32.680533,-92.020934
GCOMP430,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#527 - PORT SULFUR,Technician-21,2/18/2023,11/15/2023,9,55,,40,,100,26166 LA HIGHWAY. 23,PORT SULPHUR,LA,70083,IN SERVICE,4,38200,PLAQUEMINES PARISH,22075,USA,29.515746,-89.729297
GCOMP848,COLUMBIA GULF TRANSMISSION COMPANY,ALEXANDRIA,Technician-22,5/21/2023,11/17/2023,6,55,,40,,100,7666 HICKORY GROVE LOOP,DEVILLE,LA,71328,IN SERVICE,7,48104,RAPIDES PARISH,22079,USA,31.436371,-92.230379
GCOMP323,TENNESSEE GAS PIPELINE COMPANY L.L.C.,#827 - ALEXANDRIA,Technician-23,5/23/2023,11/19/2023,6,55,20,40,,100,2042 HIGHWAY 457,ALEXANDRIA,LA,71301,IN SERVICE,1,15900,RAPIDES PARISH,22079,USA,31.195056,-92.354035
GCOMP574,TEXAS GAS TRANSMISSION L.L.C.,PINEVILLE,Technician-24,11/26/2022,11/21/2023,12,55,,40,,100,3983 HIGHWAY 107 SOUTH,PINEVILLE,LA,71360,IN SERVICE,9,25488,RAPIDES PARISH,22079,USA,31.297983,-92.333697
GCOMP1240,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,WESTDALE,Technician-25,2/26/2023,11/23/2023,9,55,20,40,Y,100,PARISH ROAD 337,WESTDALE,LA,71052,ABANDONED,2,30000,RED RIVER PARISH,22081,USA,32.20995265,-93.44368021
GCOMP1238,ETC TIGER PIPELINE L.L.C.,CANNISNIA,Technician-01,11/16/2022,11/11/2023,12,55,,40,,100,PAR ROAD 410/CANNISNIA PLANTATION ROAD 410 4.57 MILENW OF WILLIAMS; OFF OF 1002 YEARWOOD ROAD,COUSHATTA,LA,71019,IN SERVICE,5,34010,RED RIVER PARISH,22081,USA,32.21730344,-93.54127086
GCOMP277,ANR PIPELINE COMPANY,DELHI,Technician-02,5/18/2023,11/14/2023,6,55,20,,,25,1894 HIGHWAY 80 WEST,DELHI,LA,71232,IN SERVICE,7,22800,RICHLAND PARISH,22083,USA,32.467302,-91.597063
GCOMP829,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,DELHI,Technician-03,5/19/2023,11/15/2023,6,55,,,,33,7281 HIGHWAY 17,DELHI,LA,71232,IN SERVICE,2,5500,RICHLAND PARISH,22083,USA,32.414763,-91.48982
GCOMP1141,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,ALTO,Technician-04,5/5/2023,11/1/2023,6,55,,40,,49,LA-135 (0.46 MILES SOUTH OF ALTO),ALTO,LA,71269,IN SERVICE,1,15000,RICHLAND PARISH,22083,USA,32.35111843,-91.85935951
GCOMP825,COLUMBIA GULF TRANSMISSION COMPANY,DELHI,Technician-05,5/19/2023,11/15/2023,6,55,20,,,51,7179 STATE HIGHWAY 17,DELHI,LA,71232,IN SERVICE,9,49450,RICHLAND PARISH,22083,USA,32.41474344,-91.48902046
GCOMP927,GULF SOUTH PIPELINE COMPANY L.P.,DELHI,Technician-06,12/4/2022,11/29/2023,12,55,,,,66,ACROSS FROM 7296 HIGHWAY 17,DELHI,LA,71232,IN SERVICE,2,4740,RICHLAND PARISH,22083,USA,32.409447,-91.491998
GCOMP379,SOUTHERN NATURAL GAS COMPANY L.L.C.,TOCA,Technician-07,12/6/2022,12/1/2023,12,55,,,,67,2300 BAYOU ROAD,SAINT BERNARD,LA,70085,IN SERVICE,9,22500,SAINT BERNARD PARISH,22087,USA,29.86772,-89.830453
GCOMP646,GULF SOUTH PIPELINE COMPANY L.P.,MONTPELIER,Technician-08,12/12/2022,12/7/2023,12,55,,,,92,477 HIGHWAY 441,MONTPELIER,LA,70422,IN SERVICE,8,12500,SAINT HELENA PARISH,22091,USA,30.65520225,-90.66261205
GCOMP472,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 65 KENTWOOD,Technician-09,6/18/2023,12/15/2023,6,55,20,40,,93,29507 HIGHWAY 43,GREENSBURG,LA,70441,IN SERVICE,6,26400,SAINT HELENA PARISH,22091,USA,30.993536,-90.704699
GCOMP895,TRANSCONTINENTAL GAS PIPE LINE COMPANY L.L.C.,NO. 63 CONVENT,Technician-10,1/5/2023,12/31/2023,12,55,,,,94,8797 HELVETIA STREET,CONVENT,LA,70723,IN SERVICE,8,17960,SAINT JAMES PARISH,22093,USA,30.087817,-90.867359
